,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,urls,authors,dates,headlines,contents
23,23.0,23.0,23.0,,,https://www.philstar.com/cebu-news/2021/03/04/2081912/lapu-lapu-first-city-central-visayas-hold-vaccination-dry-run,Mitchelle L. Palaubsanon,"March 4, 2021 - 12:00am",Lapu-Lapu first city in Central Visayas to hold vaccination dry run,"CEBU, Philippines — Lapu-Lapu City was the first city in Central Visayas to conduct a simulation exercise for the COVID-19 vaccination.A recipient of a coronavirus vaccine will go through six steps based on yesterday’s dry run in Barangay Pajo. Step 1, waiting area; step 2, registration; step 3, counselling; step 4, screening; step 5, vaccination; and step 6, post-vaccination.Department of Health-7 spokesperson Dr. Mary Jean Loreche said it was done to ensure smooth operations during vaccination.      “We did time stamping to know how long it will take for one vaccinee for the whole process and to check for any needs to improve upon,” she said.She said the entire process will be replicated in other identified community vaccination centers.      Mayor Junard ""Ahong"" Chan, in a Facebook post, said the city is now ready for the first phase of COVID vaccination.“Kini nagpasabot nga andam na ta alang sa phase 1 sa atong Covid-19 Vaccination Program diin mga frontline healthcare worker ang prayoridad,” he said.Phase one includes vaccination of frontline health workers, aged 18 to 59. They will receive the Sinovac.For the second phase, Chan said the priority vaccinees are drivers of public transport systems and market vendorsPersons with disabilities and indigents are included in the third phase of vaccination, while members of the Philippine National Police, Bureau of Fire Protection and Bureau of Jail Management and Penology are in fourth phase.Chan assured his constituents that the Sinovac’s Coronavax is “safe.”“Wala usab kamoy angay ikabalaka kabahin sa bayrunon kay libre man kini,” he added.While waiting for the arrival of vaccines in the city, he asked the pubic to continue observing the health protocols, such as wearing of face mask and face shield, washing of hands, and social distancing.“Mga kaigsuonan ko, hapit na gayud nato makab-ot ang atong gipangandoy nga kadaugan batok niining makalilisang nga sakit. Padayon ko nga nag-ampo sa kahitas-an nga unta mao na ni ang kasulbaran sa atong suliran,”&nbsp; the mayor said. — KQD (FREEMAN)"
24,24.0,24.0,24.0,,,https://www.philstar.com/cebu-news/2021/03/04/2081913/3-malls-offer-spaces-covid-19-vaccination,Mary Ruth R. Malinao,"March 4, 2021 - 12:00am",3 malls offer spaces for COVID-19 vaccination,"CEBU, Philippines — Three malls in Cebu City have offered their spaces for the city government to use as COVID-19 vaccination sites, said City Administrator Floro Casas, Jr.Casas, vice chairman of the city’s Vaccine Board, said they are already communicating with the respective mall owners, but nothing is final yet.The locations of the three malls are in the north and south.      Casas added the Vaccination Operations Center, which is already operational, is also considering churches, gyms, and schools as vaccination sites.He said the city government is considering these locations for the public to have a convenient area during the activity.      ""Para convenient pud sa mga magpa-vaccinate kay after man gud sa vaccination, mo-stay man gud ka for a while para obserbahan ka sa effect sa vaccine sa imong lawas,"" said Casas.""So, dapat comfortable pud sila. That’s why naningkamot ang Cebu City government makapangita og comfortable nga lugar,"" he added.City Health Department (CHD) officer-in-charge Jeffrey Ibones said malls are strategic areas for the vaccination considering that they have big spaces, which could cater to the different processes that would happen during the inoculation such as orientation, registration, screening, and monitoring of individuals.Ibones, chairman of the Vaccine Board, said these areas will still be checked.With regard to the vaccinators, he said the city government has at least 100 vaccinators who are under the CHD.“Ang CHD naa gyud ta’y vaccinators. Naa man ta’y regular nga vaccination gyud sa atong mga health centers. Mga nurses nato, midwife nato nga trained daan mo-vaccinate,” said Ibones.Ibones added that the city will also accept volunteers to help in the vaccination program. — KQD (FREEMAN)"
25,25.0,25.0,,,,https://www.philstar.com/headlines/2021/03/03/2081704/lacking-submission-fda-delays-review-sinopharm-covid-19-jab,Gaea Katreena Cabico,"March 3, 2021 - 3:22pm",Lacking submission to FDA delays review of Sinopharm COVID-19 jab,"MANILA, Philippines — The country’s Food and Drug Administration has yet to evaluate the application of Sinopharm for the emergency use of its COVID-19 vaccine due to incomplete documents.The application of Southmed Pharma, which seeks to the firm’s distributor in the Philippines, lacked documents such as clinical trial results and certificate of good manufacturing practice, FDA Director General Eric Domingo said. The local company also needs to present proof it is the distributor of Sinopharm in the country.&nbsp;   Related Stories      FDA says China's Sinopharm applied for emergency use of COVID-19 vaccine“Once they submit the documents, we will begin the evaluation,” Domingo said in a public briefing Wednesday.&nbsp;      “Until we see scientific evidence, we see the population involved in their Phase 3 clinical trials, their experience in using the vaccine in other countries, that’s the only time we can give recommendation on the use of the vaccine,” he added.The drug regulator confirmed Tuesday the receipt of an online application seeking emergency use authorization for the jab developed by China’s state-owned pharmaceutical company.      Domingo earlier said it may take “around four to six weeks” before the agency can decide on the application because Sinopharm has yet to receive EUA from a stringent regulatory authority or from the World Health Organization. The lack of relevant documents may delay it further.“We’re very objective in approving vaccines. We have a checklist of what we’re looking for: safety, efficacy and quality,” he said.Interim analysis of Phase 3 clinical trials showed that Sinopharm’s COVID-19 vaccine was 79.3% effective in preventing the disease, lower than the reported efficacy rates of Pfizer-BioNTech and Moderna of 95% and 94.1%, respectively. The data, however, have not been peer-reviewed.So far, only the vaccines of Pfizer-BioNTech, AstraZeneca and Sinovac Biotech have obtained EUAs from the FDA. The application of Russia’s Gamaleya for its COVID-19 vaccine remains pending.The jab developed by Sinopharm is the one preferred by President Rodrigo Duterte.It was the same vaccine used by members of the Presidential Security Group, special envoy to China Mon Tulfo, some “Cabinet-level” officials and a senator in an unauthorized vaccine activity last year.The country began its delayed COVID-19 vaccination campaign Monday, with health workers, government officials and uniformed personnel the first in the line to receive donated Sinovac shots."
26,26.0,26.0,,,,https://www.philstar.com/headlines/2021/03/03/2081703/palace-says-astrazeneca-jabs-arriving-march-4-vaccine-czar-not-so-sure,Christian Deiparine,"March 3, 2021 - 3:15pm",Palace says AstraZeneca jabs arriving March 4; vaccine czar not so sure,"MANILA, Philippines —&nbsp;Initial doses of AstraZeneca's COVID-19 vaccines will finally arrive on Thursday, March 4, a few days after the missed arrival date that the administration announced over the weekend.Presidential spokesperson Harry Roque said 487,200 doses of AstraZeneca under the COVAX facility will reach the country on Thursday night.   Related Stories      Missed March 1 arrival of AstraZeneca jabs was tentative date, WHO says, citing bottlenecksThe new arrival date comes after several delays, with the Palace previously saying vaccine rollout would be by February 15.Skip      The number of doses the Palace&nbsp;announced is lower&nbsp;than&nbsp;the 525,600 that the Palace earlier gave.Carlito Galvez Jr., the country's vaccine czar, however, was hesitant to confirm the delivery.&nbsp;      ""It is better to say it is confirmed when the plane takes off from Belgium,"" ABS-CBN News quotes him as saying in Filipino.The AstraZeneca doses are part of the Philippines' share in the COVAX facility, a global initiative for securing equitable access to the jabs.This is a separate vaccine procurement from direct purchase with the British-Swedish manufacturer, which has yet to be made final along with other procurement deals. Essentially, this means that the P72.5 billion that Congress approved for vaccine&nbsp;purchase has yet to be spent.Officials this week sought to explain that the delay in the jabs' arrival was due to supply shortages and logistical concerns.Dr. Rabindra Abeyashinge, the World Health Organization's representative to the country, told CNN Philippines that bottlenecks are hampering the delivery.&nbsp;This includes drugmakers ""unable to meet manufacturing targets, because these are biological processes, and they couldn't proce the quantities that they anticipated they could early on.""""These vaccines need to be transported,"" he said, ""maintaining cold chain requirements and logistic handlers are having challenges in ensuring large shipments of vaccines across the world… Now this is causing a challenge.""Apart from the AstraZeneca, some 117,000 doses of Pfizer was also allocated to the country under the COVAX. But vaccine czar Carlito Galvez Jr. bluntly said the country should not expect anytime soon its arrival as the jabs are in high demand in many countries.The arrival of another brand of a COVID-19 vaccine is now more than ever crucial with inoculations already underway with the Chinese-made Sinovac.Significantly, health workers were the first to receive this, despite the Food and Drug Administration earlier advising against administering it to them, after clinical trials in Brazil showed a lower efficacy rate among those dealing with COVID-19 patients.On March 1, the group Alliance of Health Workers in a protest called on government to give medical personnel ""better options for vaccine that have the highest efficacy rate.""""Many from our ranks have been infected and some died in combating the deadly virus,"" said Eleazar Sobinsky, president of the employees' association at the Lung Center of the Philippines. ""Our health and lives are always at stake. It is just right and human that we demand the free, safest and most efficacious vaccine.""The health department has yet to respond to queries on why the initial doses were reduced to over 487,000 from the original 525,600."
27,27.0,27.0,,,,https://www.philstar.com/headlines/2021/03/03/2081689/deployment-600000-sinovac-doses-eyed-within-1st-week-march,None,"March 3, 2021 - 12:57pm","Deployment of 600,000 Sinovac doses eyed within 1st week of March","MANILA, Philippines — The government is targeting to distribute 600,000 doses of the Sinovac Biotech vaccine to different hospitals nationwide within the first week of March, the country’s vaccine czar said Wednesday.The country began vaccinations against COVID-19 Monday, just a day after it received donated jabs from China. So far, some 2,793 individuals got inoculated with CoronaVac in the 11 hospitals where the jabs were first deployed, Carlito Galvez Jr. said in an interview on ANC’s Headstart.   Related Stories      LIVE updates: COVID-19 in the Philippines 2021“Our target for the end of the week is to deploy almost 600,000… Our target for this week is to dispatch and distribute all doses to different regions,” Galvez said.      CoronaVac doses arrived in Cebu City and Davao City Tuesday, with the rollouts there expected to begin today.The initial allocation set was for 202,182 individuals in Luzon, 51,140 for Visayas and 94,540 for Mindanao, Galvez said.      The vaccine czar also claimed that the demand for Sinovac vaccine is increasing.“Initially, on the first day, only a few wanted to take it, only about 13% requested for it… Now, almost every day, congressmen and mayors who want hospitals in their localities&nbsp;to receive the vaccine are calling us,” he said in Filipino.The government aims to vaccinate between 1.7 million and 2 million health workers by end-March. But it faces challenges not limited to the stock of coveted jabs but also reluctance of the public, including medical frontliners.Rollout for general publicGalvez also said the vaccine rollout for the general public may start in late April, at the earliest.The vaccination of senior citizens and indigent families—which are included in the government’s priority list—may also begin around the same period.“Our projection for the general public as well as the senior citizens, poor families and vulnerable communities, we will start general public inoculations more or less late April or May,” he said.The government is aiming to inoculate 70 million people—about 60% of the population—this year.Galvez earlier said only 5.1 million of the 161 million doses expected this year will arrive in the country in the first quarter. The bulk of the doses will only come in the second half.The Philippines has recorded 580,442 COVID-19 cases as of Tuesday after six consecutive days more logging over 2,000 additional infections.&nbsp;— Gaea Katreena Cabico"
28,28.0,28.0,,,,https://www.philstar.com/headlines/2021/03/03/2081681/guevarra-elderly-inmates-part-priority-covid-19-vaccination-list,Kristine Joy Patag,"March 3, 2021 - 12:06pm",Guevarra: Elderly inmates part of priority COVID-19 vaccination list,"MANILA, Philippines — Elderly prisoners are part of the vaccination priority list for the coronavirus, but other inmates sharing the cramped spaces with them may have to wait for the jabs as with the rest of the country, at least for now.Justice Secretary Menardo Guevarra, a member of the government’s coronavirus panel, confirmed Wednesday that Persons Deprived of Liberty, as a specific group, is not included in the Inter-Agency Task Force general classification for priority vaccination.   Related Stories      Chief Justice Peralta: More than 120,000 inmates released since March   As vaccination starts, government told not to forget inmates in cramped prisons“[W]hen we speak of senior citizens as a priority group, this will cut across a broad range of individuals, including those serving time or under detention, in their own internal order of preference,” he told reporters.Skip      As it is, elderly prisoners are part of the senior citizens classification, which is second in line of the priority list, next to medical frontliners.READ:&nbsp;LIST: Priority population groups for COVID-19 vaccination      List for sub-classificationBut Guevarra said the list is subject to further sub-classification, and there is chance that the IATF, upon re-deliberation, will include PDLs as a whole group&nbsp;in the priorities for vaccination.“In setting the order of preference within a general class, I suppose that the IATF will consider the degree of vulnerability as a major factor,” the IATF member said.He added: “In any event, while waiting for their turn to get vaccinated like the rest of the population, these PDLs will just have to follow minimum health protocols to reduce the risk of viral transmission.”But Kapatid, an advocacy group for political prisoners, earlier pointed out that Philippines has the “unenviable record of having the highest jail congestion rate in the world.”The group has asked Health Secretary Francisco Duque III, IATF chairperson, to include all PDLs in the government’s mass vaccination program.Kapatid spokesperson Fides Lim told Duque: “Subhuman conditions make prison facilities a reservoir of infectious disease. Ignoring them in the national efforts to contain COVID-19 will result in failure since the health of prisons and the communities surrounding them are linked.”Penal and detention facilities across the country are known to be overcrowded, where social distancing and proper hygiene—practices meant to deter spread of the novel coronavirus—are practically impossible for inmates.SPECIAL REPORT:&nbsp;Beyond arrest, raps: 'Quarantine violators' face trauma, COVID-19 risk tooDespite earlier claims from the government that inmates are ""safer"" from the threat of the coronavirus inside prisons, both the Bureau of Corrections and Bureau of Jail Management and Penology recorded hundreds of COVID-19 cases&nbsp;since the outbreak in March 2020 — this, despite a lockdown enforced in the facilities.The Supreme Court and the Department of Justice meanwhile crafted&nbsp;policies to help decongest the prisons that allowed the release of thousands of inmates."
29,29.0,29.0,,,,https://www.philstar.com/nation/2021/03/03/2081510/pasig-doctor-after-getting-sinovac-jab-trust-experts,Neil Jayson Servallos,"March 3, 2021 - 12:00am",Pasig doctor after getting Sinovac jab: Trust experts,"MANILA, Philippines — Pasig City’s first vaccine recipient has asked Filipinos who are having doubts about receiving vaccines to trust experts and not worry.Dr. Nerissa Sabarre, head of the city’s COVID-19 referral center, said it was a personal choice hinged on studies and information from experts about vaccines that made her decide to receive Sinovac’s vaccine despite doubts on its efficacy.“This is a vaccine and this is a big help in our fight against the pandemic. So whatever the vaccine (brand is), what’s important is we have the freedom to choose which vaccines we want,” she said, stressing that protection against the disease is better than none.      Mayor Vico Sotto said Sabarre’s willingness to receive vaccines would help drum up confidence in vaccines.“When we see she’s safe (after receiving the vaccines) and strong as always, the confidence level is expected to rise,” Sotto said.      Pasig began vaccinating health workers yesterday with only half of the 300 initially scheduled vaccine recipients opting to get injected. Health workers from Pasig City General Hospital and the Children’s Hospital were reportedly afraid of receiving vaccines.While Sotto said the city would respect their decision to opt out of receiving the Sinovac vaccines, he reiterated his call to trust experts.“When the Department of Health, doctors, Food and Drug Administration and regulatory counterparts in other countries, and experts say a particular vaccine brand is safe and effective, we can be sure that these are indeed safe and effective,” he said.The resistance was also understandable, he added, since more data and trial results have yet to come in. He asked the public not to be prejudiced against healthcare workers who are still afraid. &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;"
30,30.0,30.0,,,,https://www.philstar.com/headlines/2021/03/03/2081552/duterte-also-welcome-astrazeneca-arrival,Christina Mendez,"March 3, 2021 - 12:00am",Duterte to also welcome AstraZeneca arrival,"MANILA, Philippines — To prove that the Philippines is a grateful nation, President Duterte will also be personally receiving AstraZeneca’s COVID-19 vaccines, which are expected to arrive next week in Manila.“(Duterte) is on standby to also be at the airport to receive the delivery of the COVAX vaccine AstraZeneca, whenever it will happen,” presidential spokesman Harry Roque said yesterday.Duterte directed his aides last Monday to ensure that he could also be at the airport for the arrival of the AstraZeneca vaccines, which has been delayed reportedly due to shortage in global supply.Skip      The President wants to personally see the delivery of the vaccines, which was made possible through the COVAX Facility and the World Health Organization (WHO).Duterte is ready to fly in from Davao to Manila, if necessary.      Roque said the President also wants to thank the WHO and the United Kingdom for facilitating the procurement of the vaccines, which was made possible through the intercession of British Ambassador Daniel Pruce.Last Sunday, Duterte went out of his way to welcome the Chinese military plane that carried the first 600,000 Sinovac vaccines from Beijing.&nbsp;The Philippines has ordered about one million more vaccines from Sinovac that are expected to arrive within the month.BottlenecksThe shipment of AstraZeneca vaccines is being delayed due to two bottlenecks on the global level, the WHO said yesterday.WHO country representative Rabindra Abeyasinghe said the requirements related to AstraZeneca vaccines have already been completed.The Philippines was expecting to receive some 500,000 doses of AstraZeneca vaccines last March 1 through the WHO’s COVAX facility, but those did not materialize.Abeyasinghe&nbsp;said the WHO is now looking at how it can “accelerate” the delivery of the vaccines to the country.“That was identified as a tentative date. We are looking at how we can accelerate delivery,” he said in a television interview.The WHO official also underscored that on the global level, they are seeing two bottlenecks for the delivery of the COVID-19 vaccines.First is that pharmaceutical companies could not&nbsp;meet the manufacturing targets for the vaccines.“These are biological processes and they could not produce the quantities they anticipated they could early on,” Abeyasinghe said.The other bottleneck is on the delivery process.“These vaccines need to be transported. Maintaining cold chain requirements and logistic handlers are having challenges in ensuring large shipments of vaccines across the world,” Abeyasinghe said.He added that 190 countries have signed up to the COVAX facility, anticipating to receive COVID-19 vaccines.The WHO official said the “consignments are ready and just logistics arrangements are being made.”“So once we have a finalization and a confirmed itinerary of the delivery, we will share that information… I don’t want to create any expectations until we have a firm date,” he added.Sinopharm EUAMeanwhile, Duterte is waiting for the approval of the emergency use application (EUA) of Chinese vaccine maker Sinopharm, Malacañang said yesterday.Duterte is a senior citizen, but he is not expected to be among the first to be inoculated in the government’s vaccination program.The Food and Drug Administration (FDA) does not recommend administering Sinovac vaccines – the first COVID-19 shots to arrive in the country – to health workers and senior citizens despite the approval of its EUA. The China-made vaccine posted only a 50.4-percent efficacy rate among health care workers exposed to the coronavirus.Last Monday, Roque said a Palace legal team is studying whether the 75-year-old Duterte can be vaccinated with jabs manufactured by Sinopharm, which has secured a compassionate use license. The issue, however, has become moot and academic because Sinopharm has already applied for EUA, according to the Palace spokesman.“That question is already moot and academic because the President will be waiting for the EUA because I reported yesterday (March 1) that Sinopharm has applied for EUA. He will just wait for the approval of Sinopharm,” Roque said at a press briefing yesterday.In an interview, FDA director general Eric Domingo said Sinopharm submitted an application online Monday afternoon.“We are looking at the documents now to see if the documents are complete or if there are any documents that need to be submitted before we officially accept the application,” Domingo added.In December last year, the Presidential Security Group (PSG) admitted that some of its members had received COVID-19 shots ahead of the FDA’s approval of the local use of COVID-19 vaccines.PSG chief Brig. Gen. Jesus Durante III defended the vaccination, saying Duterte’s security aides need to ensure that they do not pose a threat to the President’s health and safety.Last Sunday, Duterte, who has expressed readiness to be vaccinated in public, said he would heed his doctor’s advice on what COVID-19 shot to get.“We have to be careful. I have my own doctor. She thinks that another brand… I will not mention it, I will just wait for it. She is waiting for it,” the President said at a press conference at Villamor Airbase.“On the matter of getting the vaccine, it is to my advantage. It is to my self-interest that I should get one. No doubt about it. As to what brand, that’s the problem because it is left to the sound discretion of my doctor,” he added.Clinical trialsHealth Undersecretary Maria Rosario Vergeire yesterday said Janssen Pharmaceuticals is conducting clinical trials in the country for its two-dose regiment&nbsp;COVID-19 vaccines.Vergeire added that Janssen is looking at the possibility that the two-dose vial is more efficacious against the coronavirus or will give higher immunity.Aside from Janssen, the FDA had also allowed Sinovac and Clover Biopharmaceuticals to do clinical trials in the Philippines. – Sheila Crisostomo, Alexis Romero"
31,31.0,31.0,,,,https://www.philstar.com/headlines/2021/03/03/2081556/no-vaccination-no-work-policy-opposed,Mayen Jaymalin,"March 3, 2021 - 12:00am","No vaccination, no work policy opposed","MANILA, Philippines — Organized labor groups yesterday opposed the reported efforts of some companies to adopt a “no vaccination, no work” policy.The Associated Labor Unions (ALU) said it received complaints from workers that they are being required to avail themselves of company-sponsored vaccination activities or be barred from the workplace.“Other business owners instructed their supervisors and managers to deem reluctant employees as unfit for work,” ALU said in a statement.      It said some employees were told they would be asked to present a certification as proof they have been inoculated with COVID-19 vaccine before they would be allowed to work.Other employees, the ALU said, are being threatened with reassignment and relocation to other branches should they not participate in the company-sponsored immunization program.      “There were employees who were told that they would be put on furlough or floating status until they are injected with the vaccine,” ALU noted.Trade Secretary Ramon Lopez said employees should be given the option to decide and not be required by employers to get vaccinated against COVID.While the employers cannot oblige employees to get inoculated, Lopez said the companies may provide information to help workers in coming&nbsp; up with an informed decision on the vaccines.“Before pandemic, employees have the option themselves to be vaccinated with flu vaccine or any other vaccine. This should not change even with COVID-19,” Lopez said.He said employees should have an option.“Anyway if an employee is not vaccinated, he or she is the one at risk of getting COVID-19,” Lopez said.The labor group said the government should immediately act to prevent the discriminatory and coercive mandatory vaccination in some workplaces.Based on internal surveys initiated by some companies, the ALU said a large number of working people are reluctant to be vaccinated for fear of adverse or side effects.In Iloilo City, the local government intends to enforce a “no vaccine, no work”&nbsp;policy in public and private offices operating in the city, it said.“This mandatory workplace policy is a form of coercion and discrimination, which violates the right of workers to freely decide and chose for themselves, particularly with regards to their health and well-being,” the group said.ALU vice president Gerard Seno said the group is advocating for the vaccination of all&nbsp;workers and pushing for the prioritization of essential workers to be inoculated with safe and effective vaccines.Seno said the decision of any person not be vaccinated should be respected and employers could only persuade employees with the benefits and advantages of being vaccinated.Sen. Joel Villanueva pressed for the immediate vaccination of workers, saying it is the only way for the economy to recover.Villanueva, chair of the Senate labor committee, said he moved for the inclusion of workers in the vaccination program’s priority lane as he knew that unless workers are given back their jobs, the economy will have a difficult time recovering.“We believe that we will be able to recover only if our workers are protected,” Villanueva said in a radio interview.He cited data showing up to 17 million workers lost their jobs at the height of the enhanced community quarantine from March to April.Millions of families suffered economically due to the pandemic, which hit the&nbsp;country in March 2020, he said.P100 wage hikeMeanwhile, labor group Defend Job Philippines yesterday called for an immediate action on the pending petition for a P100 across-the-board wage increase for workers nationwide.“We hope the labor department and the National Wages and Productivity Commission (NWPC) will act immediately on our petition as this is an urgent matter for Filipino workers in the wake of a pandemic,” Defend Jobs spokesman Christian Lloyd Magsoy said.NWPC executive director Criselda Sy gave assurance that the Regional Tripartite Wages and Productivity Board (RTWPB) is acting on the petition filed by Defend Jobs Philippines.“The petition was filed before the RTWPB-NCR. The board is acting on the petition,” Sy said.Magsoy said prices of commodities and services are steadily going up at this time of pandemic, except for the wages of workers.Based on the group’s oil price monitoring, Magsoy said, the costs of gasoline and diesel increased eight times since January this year.“The series of big-time hikes on the costs of oil and petroleum products was an additional burden to the already loaded shoulders of Filipino workers in the light of the consistent price surges of basic commodities and services in this time of a pandemic,” Magsoy said in a statement.He said the government must immediately do something to stop these unlimited oil price hikes.Aside from intervening in the deregulated status of oil pricing in the country, Magsoy said the government should also prioritize and speed up the implementation of a P100 emergency wage relief.The group filed a formal wage petition before the NCR wage board on Monday."
32,32.0,,,,,https://www.philstar.com/cebu-news/2021/03/03/2081617/600-vsmmc-workers-set-vaccination-thursday-sinovac-vaccines-arrive-cebu,Mitchelle L. Palaubsanon,"March 3, 2021 - 12:00am",600 VSMMC workers set for vaccination thursday: Sinovac vaccines arrive in Cebu,"CEBU, Philippines —&nbsp; At least 7,200 doses of China’s Sinovac vaccine have arrived in Cebu on Tuesday, March 02, 2021, and were brought straight to the Vicente Sotto Memorial Medical Center where around 600 health care workers have agreed to get inoculated against COVID-19.Department of Health (DOH)-7 chief pathologist and spokesperson said 7,000 more doses are expected to arrive in Cebu between March 4 to 8.Up to 14,000 doses have been allocated for health care workers in Cebu but in a meeting with President Rodrigo Duterte on Monday, the country’s vaccine czar, Sec. Carlito Galvez, said the national government will add more doses for Cebu.      “Yung Region 7, padagdagan po natin kasi tumataas po kasi ang kanilang kaso po doon at tsaka may mga variants na po doon, so padagdagan po natin,” he said.Dr. Gerardo Aquino, Jr., VSMMC chief of hospital, said they wanted to have 2,900 health workers to get the vaccine but several have expressed apprehension against Sinovac.      Loreche said that the doses that will not be used in Cebu will be given to other hospital health care workers in the region retained by DOH.Dr. Van Philip Baton, DOH-7 medical coordinator for infectious diseases, called on the public to give the vaccine a chance as it work and proven to be effective, safe, and has saved lives.He said vaccination is the only way for the country to achieve herd immunity once a large portion of the population is inoculated.Dr. Junjie Zuasula, head of DOH-7’s Regional Epidemiology and Surveillance Unit, echoed Baton’ statement.“Achieving herd immunity will take time. It will also depend on the supply of vaccines. But one thing is certain – we will achieve herd immunity in due time,” Zuasula said during a forum of the Office of the Presidential Assistant for the Visayas (OPAV).Emotional ArrivalRetired Major General Melquiades Feliciano, Visayas implementer of the Inter-Agency Task Force, had volunteered to be vaccinated on March 4.He described the arrival of the vaccine at the Mactan Cebu International Airport as being emotional.“Oo, medyo naging emotional dahil at long last, dumating. Diba, ito yung pinakahihintay natin? Masaya lang talaga, masaya, hindi lungkot,” Feliciano told The Freeman.His wife, Mia, said on Facebook: “Cried happy tears. Light at the end of the tunnel.”Feliciano said some doses will be given to workers in other government hospitals and, if there will be doses left, barangay health care workers can benefit.He is hoping that vaccines from AstraZenica will finally arrive in the Philippines.Assistant Secretary Jonji Gonzales of OPAV said Cabinet members and key IATF officials, including Galvez, Health Secretary Francisco Duque III, and Presidential spokesperson Harry Roque will be in Cebu tomorrow, March 4.Business SectorBusinessman Kenneth Cobonpue, chairperson of the Regional Development Council in Central Visayas, said the business sector is very eager for the vaccination.Cobonpue said getting people vaccinated is one of the best ways to revive the economy further, especially in Central Visayas where travel and tourism play a huge role in people’s income.But while the vaccines give a glimmer of hope, Loreche reminded the public to still observe minimum health protocols against COVID-19.China DonationSinovac’s CoronaVac is the third COVID-19 vaccine brand, aside from Pfizer-BioNTech and AstraZeneca, granted an emergency use authorization (EUA) by the country’s Food and Drug Administration (FDA).At least 600,000 doses of the Coronavac arrived in the Philippines on Sunday, February 28. The vaccines arrived at the Villamor Air Base in Pasay City on board a Chinese military plane.President Rodrigo Duterte viewed the crate containing the vaccine doses and inspected the actual vaccine vials before the vaccines were transported in at least six 40-footer trucks to cold chain storage facilities that include the Philippine General Hospital (PGH) and the Metropac Logistics in Marikina City.In an earlier report, Sinovac is among three vaccines being considered by Cebu City for its own vaccination program alongside Novavax/Covovax and AstraZenica.Novavax has a pending EUA application.The city is no longer considering Pfizer-BioNtech, the first vaccine to be given an EUA in the country, mainly due to storage concerns. — Caecent No ot-Magsumbol, JMO (FREEMAN)"
33,33.0,,,,,https://www.philstar.com/cebu-news/2021/03/03/2081619/cebu-city-get-astrazenica-covovax-vaccines,Caecent No-ot Magsumbol,"March 3, 2021 - 12:00am","Cebu City to get AstraZenica,  Covovax vaccines","CEBU, Philippines —&nbsp; The tripartite agreement among the Cebu City government, the national government, and vaccine manufacturers is now one inch closer to being materialized after the City Council has approved a resolution authorizing Mayor Edgardo Labella to send a letter of intent on the city’s choice of vaccine brands – AstraZenica and Covovax/Novavax.The resolution was sponsored by Councilors Raymond Garcia and Nestor Archival.“Where we are right now in the City Council and Mayor Labella is getting closer to a tripartite agreement. That is why yesterday’s session was monumental as we already agreed on a resolution that was authored by Garcia (and) Archival, bringing the letter of intent to Mayor Labella to the pharmaceuticals,” said Vice Mayor Michael Rama, the city’s lead convenor for vaccine rollout."" style=""display: none;"">Skip      The two vaccine brands which the City Council, the convenor body, and the multi-sectoral group have agreed to enter into an agreement with soon are AstraZenica and Covovax/Novavax.AstraZenica already has an Emergency Use Authorization while Covovax’s application is still under review.      Sinovac, while also given nod by the Cebu City government, is no longer an option since it is already under the national government’s vaccination program.“With regard to the Sinovac vaccine, since the national government has already purchased the same, the Cebu City government will wait for the guidelines as to how it should be implemented and distributed to the constituents, mindful (of) the latter’s right to choose which vaccine to receive,” part of the resolution states.Rama reiterated that the council is also open to other vaccine brands, such as Pfizer and Moderna, as long as they have secured an EUA, do not need ultra-cold storage, and the price is reasonable.“We are not limiting it to other vaccines if they get the FDA’s EUA. But we have to consider the costs and storage. It’s going to be a nightmare if it needs ultra-storage,” the vice mayor said.The City Council is expected to finalize the number of vaccines to be purchased before entering into a purchase agreement.The city government initially set aside P400 million for the purchase of vaccines against COVID-19.Meanwhile, the council also had initial discussions on the city’s vaccine priorities as well as vaccination sites, vaccinators, and other personnel needed in its vaccination program.The proposed vaccination drive-thru had also been scrapped after Dr. Ilya Abellanosa of the Cebu City Health Department said individuals that have been vaccinated need to be monitored yet for some time before being allowed to go home.Councilor Alvin Dizon also opened up on the possibility of having a “house-to-house” vaccination for seniors and PWDs which Abellanosa said is already being considered in their initial plan. — with Decemay P. Padilla, JMD (FREEMAN)"
