,urls,authors,dates,headlines,contents
68,https://www.philstar.com/headlines/2021/02/25/2080315/philippines-talks-pay-more-early-delivery-covid-19-vaccines,Gaea Katreena Cabico,"February 25, 2021 - 12:41pm                           '",Philippines in talks to pay more for early delivery of COVID-19 vaccines,"MANILA, Philippines — The Philippines is offering to shell out more money for the early delivery of the highly coveted COVID-19 shots, the country’s vaccine czar Carlito Galvez Jr. said.The country has granted Emergency Use Authorizations to three coronavirus vaccines but none have been delivered and the administration of President Rodrigo Duterte is facing criticisms over the delayed vaccine rollout.Related StoriesLess than a fifth of adult Filipinos willing to get COVID-19 jabs — OCTA“We are negotiating to have early delivery. We are negotiating even if it means a slight increase in costs as long as they could be delivered in the first and second quarters,” Galvez said in Filipino during a televised meeting aired late Wednesday.He said the country is in talks with the United Kingdom, China, India and Russia to increase the volume of shots that will be delivered this quarter so the government can vaccinate 1.7 million medical frontliners and those from vulnerable groups.The Philippines initially balked at paying for the vaccines in advance, with Duterte saying in Septmber 2020 that ""that’s one thing wrong about the western countries… it’s all profit, profit, profit.""He changed his mind only in November, with the Palace explaining that ""if we don’t agree, we might get left behind by countries who would obtain the vaccine.""The Philippines has been, though the Palace has been playing down the delay, saying a few more days of waiting for the rollout of the vaccination program is fine.The former military general said only 5.1 million of the 161 million doses expected this year will arrive in the country in the first quarter. The bulk of the doses will only come in the second half.“As you can see, Mr. President, we have a lean supply in the first quarter,” he said.The first shipments that will reach the country include 600,000 doses of Sinovac vaccine donated by China as well as 3.5 million doses of Pfizer-BioNTech and AstraZeneca from the COVAX Facility.Some 24.1 million shots are expected by the second quarter.The government has already signed term sheets with vaccine makers but it has yet to execute definitive agreements. Its goal is to inoculate up to 70% of the country’s population this year alone.But due to the shortage of supplies, the “major rollout” will only start in the third quarter at the earliest, Galvez said."
69,https://www.philstar.com/headlines/2021/02/25/2080308/less-fifth-adult-filipinos-willing-get-covid-19-jabs-octa,Gaea Katreena Cabico,"February 25, 2021 - 10:50am                           '",Less than a fifth of adult Filipinos willing to get COVID-19 jabs — OCTA,"MANILA, Philippines — Only 19% of adult Filipinos in a survey by OCTA Research said they are inclined to get COVID-19 vaccines while nearly half are not willing to get inoculated even if a safe and effective vaccine becomes available.The Tugon ng Masa survey of 1,200 respondents found that 46% will opt out as the country awaits the arrival of the critical goods. Thirty-five percent or, roughly a third, are undecided if they will get immunized.Related StoriesLIVE updates: COVID-19 in the Philippines 2021Intent to get vaccinated was lowest among those in Balance Luzon (14%). A quarter of Filipinos in Metro Manila (25%) and Mindanao (26%) and a fifth in Visayas (20%) said they will have themselves vaccinated.Inclination to get vaccinated among Class D (18%) is slightly lower than those of Class ABC and Class E, both at 23%.A survey released by Pulse Asia in January had the same result: 47% are unwilling to be vaccinated.The government faces the difficult task of conducting a COVID-19 vaccination campaign as it re-establishes trust in immunization two years after the Dengvaxia controversy. This was highly policitized despite the lack of conclusive evidence that the vaccine developed by French firm Sanofi Pasteur caused the deaths of children inoculated with it during the previous administration.Concerns about safety, efficacyThose who do not want to get COVID-19 jabs once available were particularly concerned about the safety and efficacy of vaccines.Seventy three percent cited concern about the safety of vaccines as their top reason for their decision not to get inoculated. Concern about vaccine safety was highest in Mindanao (78%), followed by Balance Luzon (76%), Metro Manila (69%) and Visayas (64%).Twenty-nine percent of the respondents also said they will not get vaccinated because they are not sure if vaccines are effective. Concern about vaccine effectiveness was highest in Visayas (46%), followed by Metro Manila (34%), Mindanao (27%) and Balance Luzon (21%).So far, three vaccines have received emergency use authorization from the country’s Food and Drug Administration—those developed by Pfizer-BioNTech, AstraZeneca and Sinovac. They were granted approvals after thorough and rigorous reviews of the agency’s regulatory and medical experts.Vaccines from US top choice of FilipinosThe survey also found that vaccines developed by American drugmakers are the preferred choice of Filipinos at 41%, followed by those coming from the United Kingdom (25%) and India (17%).The country is set to receive 117,000 doses of COVID-19 vaccines developed by US pharmaceutical firm Pfizer with reported efficacy rate of 70% through the COVAX facility. The shipment will benefit healthcare workers.Officials have yet to strike a deal with Moderna, another American firm, whose COVID-19 jab is found to be 94.1% effective.Meanwhile, only 13% of the respondents trust China-made vaccines.Initial doses of the Sinovac Biotech vaccine could be delivered “this week or next week,” its official said. Sinovac reported widely different efficacy rates from its clinical trials.The government is facing criticisms over the delayed vaccine rollout. Officials initially announced that the rollout of COVID-19 vaccines will be on February 15, a date that has since been pushed back.The Philippines, which has Southeast Asia’s second worst COVID-19 outbreak, is aiming to inoculate up to 70% of its population this year alone.The survey was conducted from January 26 to February 1 and utilized a sampling design that allowed for a 95% confidence level with a ±3% margin of error."
70,https://www.philstar.com/headlines/2021/02/25/2080197/envoy-uk-wont-accept-nurse-vaccine-proposal,Pia Lee-Brago,"February 25, 2021 - 12:00am                           '",Envoy: UK won’t accept ‘nurse for vaccine’ proposal,"MANILA, Philippines — The United Kingdom has no plans to link the Philippines’ procurement of COVID vaccines to the deployment of Filipino nurses and other health care workers (HCWs) to the UK.The Department of Labor and Employment (DOLE) is proposing to deploy more nurses to the UK and Germany in exchange for their providing the Philippines with some 600,000 doses of COVID-19 vaccines.“We’ve got no plans to link vaccines with those conversations around the recruitment of nurses,” UK Ambassador Daniel Pruce told journalists at a virtual press briefing yesterday.“You know, those two strands of conversation I think continue, but as I’ve said again, we have no plans to link those two issues,” Pruce said.Pruce confirmed that the proposal was raised by Labor Secretary Silvestre Bello III during their conversation a few weeks ago, but declined to give details.He said the hiring of Filipino health care workers is done based on the British government’s policy decision in terms of managing the flow of health care professionals.Britain’s health ministry said it was not interested in such a deal since its priority was to use shots domestically.A report of British newspaper The Independent said the UK has no plans to agree to a vaccine deal with the Philippines that is linked to recruitment of nurses.The report quoted a UK Health and Social Care official, who said the UK is grateful to the 30,000 Filipinos working tirelessly on the frontline of the pandemic.“Our priority is to ensure coronavirus vaccines are made available to the UK public first, but we also recognize that this virus will not be beaten until it is defeated in every country,” the official said.“We have confirmed that we will share any surplus vaccines in the future, for example, through the COVAX international procurement pool.”Pruce acknowledged that thousands of Filipino health care workers in Britain have made a significant contribution to the COVID-19 response of the National Health Service (NHS).The NHS, he said, is keen on sustaining the continuous flow of these professionals from the Philippines to the UK.“We continue to discuss with the government of the Philippines the arrangements whereby Filipino health care workers can continue to work in the UK, primarily in the NHS,” he added.Pruce said the UK has committed any vaccine excess it may have would be directed through the COVAX or COVID-19 Vaccines Global Access facility of the World Health Organization.“It will be through the COVAX facility that distribution of surplus vaccines to developing countries will be managed in a fair and equitable way,” Pruce said.COVAX is a global initiative aimed at providing equitable access to COVID-19 vaccines, led by the Global Alliance for Vaccines and Immunization, WHO and the Coalition for Epidemic Preparedness Innovations.Not Rody’s idea?Malacañang clarified that the offer to send health care workers to the United Kingdom and Germany in exchange for COVID vaccines is not President Duterte’s idea, but it welcomed the proposal as it would augment supply.?Various sectors have criticized the offer, calling it dehumanizing and an act of desperation.Migrante International accused the DOLE of using Filipino HCWs as bargaining chip to secure vaccines.“This is clearly a desperate move by the Duterte government because it has failed to safeguard the Filipino people from the COVID health crisis and address the worsening economic crisis that has brought about historic levels of unemployment and poverty in the country,” Migrante said in a statement.The group said the Duterte government has no respect for and undervalues the critical contributions of the Filipino HCWs.Labor coalition Nagkaisa scored the government for using Filipino nurses as barter to secure vaccines.Critics also claimed that the proposal reflected the flaws of the administration’s vaccination strategy.?Presidential spokesman Harry Roque said the Philippines has secured more than enough COVID vaccines.?“We respect all the opinions of our countrymen because we have freedom of expression in the Philippines. But it is not an idea of the President. It is the idea of (Labor) Secretary (Silvestre) Bello (III) and (Foreign Affairs) Secretary (Teodoro) Locsin (Jr.) and we welcome it because more is better than less,” Roque said at a press briefing yesterday.The DOLE said the negotiation to secure vaccines from the UK and Germany is meant to protect the HCWs set for deployment abroad.“DOLE wishes to correct the sort of misquoted notion by some quarters about the intentions of sending or lifting of the cap in the number of nurses being requested by the UK and Germany. DOLE does not intend to treat our nurses as a commodity to be traded for vaccines,” DOLE information and public service director Rolly Francia said.Considering the generosity of the UK and German governments, Francia expressed DOLE’s belief that these countries would provide more vaccines for those they would hire and workers intending to seek employment abroad.The Department of Health (DOH) for its part said it was not consulted over a reported plan to trade off health workers for COVID-19 vaccines.Health Undersecretary Maria Rosario Vergeire said they were not even aware of such exchange between our “government and other governments for this matter.”“We think if there is such kind of negotiation, this should be presented to the Inter-Agency Task Force so the IATF could decide on this,” Vergeire said.Senate Minority Leader Franklin Drilon scored the DOLE for the supposed barter plan of HCWs, saying the move is a sign of desperation.Drilon said the DOLE’s palit bakuna initiative is a wrong policy and sets a bad precedent.“For the government to go this far as trading off its Filipino health care workers in exchange for vaccines means something is not right in the government’s coronavirus vaccination strategy,” he said. –  Alexis Romero, Mayen Jaymalin, Sheila Crisostomo, Paolo Romero, Delon Porcalla"
71,https://www.philstar.com/cebu-news/2021/02/25/2080265/doh-7-authorization-not-brand-determines-vaccines-safety,Caecent No-ot Magsumbol,"February 25, 2021 - 12:00am                           '","DOH-7: Authorization, not brand, determines vaccine’s safety","CEBU, Philippines —  Regardless of the brand, vaccines are deemed safe as long as they are granted emergency use authorization (EUA) by the Food and Drugs Administration, the Department of Health-7 said yesterday.“Vaccines are safe once they are given the go signal by the technical group and vaccine expert panel and when given an emergency use authority,” said DOH-7 spokesperson Dr. Mary Jean Loreche when asked to comment on the safety of Chinese vaccine Sinovac.To this day, Cebu City has yet to decide on what COVID-19 vaccines to procure.Vice Mayor Michael Rama earlier said it is hard to decide on vaccine procurement when there is no consensus yet as to the brand of vaccine to be purchased.So far, the Philippines has granted EUAs to three vaccine brands – Pfizer/BioNTech, AstraZeneca, and Sinovac.Loreche cited reports of the alleged low efficacy of Sinovac, such as in Brazil, but she said that even with a 50% efficacy, it is still safe.It was reported that overall in Brazil, studies showed that Sinovac is 50% effective in preventing patients from contracting the disease, including very mild cases, although not asymptomatic ones.The trial, which was used on 12,500 volunteers, did not produce any adverse effects or significant allergic reactions.Loreche said that since an EUA was given to Sinovac, then it is deemed safe and is better to be administered to a person than not having protection at all.In Central Visayas, among the first recipients of the vaccine would be the frontliners of Vicente Sotto Memorial Medical Center in Cebu City. It is not clear yet, though, what vaccine brand will be inoculated to them.VSMMC is one of the priorities in the vaccination program of the national government, it being a COVID-19 government hospital.The science behindAccording to the World Health Organization, vaccines reduce risks of getting a disease by working with the body’s natural defenses to build protection. When a person gets a vaccine, his or her immune system responds.It recognizes the invading germ, such as the virus or bacteria, and produces antibodies. Antibodies are proteins produced naturally by the immune system to fight disease.The immune system then remembers the disease and how to fight it. If the person is then exposed to the germ in the future, his or her immune system can quickly destroy it before you become unwell.The vaccine, WHO says, is therefore a safe and clever way to produce an immune response in the body, without causing illness.""Our immune systems are designed to remember. Once exposed to one or more doses of a vaccine, we typically remain protected against a disease for years, decades or even a lifetime. This is what makes vaccines so effective. Rather than treating a disease after it occurs, vaccines prevent us in the first instance from getting sick,"" WHO adds. —  JMD (FREEMAN)"
72,https://www.philstar.com/cebu-news/2021/02/25/2080268/boc-readies-covid-19-vaccine-arrival,Mitchelle L. Palaubsanon,"February 25, 2021 - 12:00am                           '",BOC readies for COVID-19 vaccine arrival,"CEBU, Philippines — To ensure the smooth processing of the importation of coronavirus disease (COVID-19) vaccines, the Bureau of Customs-Subport of Mactan has set up a one-stop-shop at the Mactan Cebu International Airport.Collector Gerardo Campo of the Subport of Mactan said the one-stop-shop is manned by the personnel of BOC, Department of Health, and the Food and Drugs Administration.The composite team is tasked to monitor and facilitate the fast processing and releasing of COVID-19 vaccines as soon as it arrives in Cebu.“The purpose of the OSS is to ensure nga ang pag-release aning COVID vaccines is paspas ug walay delay from the plane side upon unloading/discharging derecho na sa designated van and deliver it ASAP to the consignee’s facility or storage facility,” Campo told The Freeman.In anticipation of the importation of COVID-19 vaccines, Campo met with the representatives of FDA and DOH in order to ensure smooth and proper pre-arrival process for the direct importation of the said vaccines.The BOC stations at the Ninoy Aquino International, Port of Davao, and Port of Cebu has already conducted an inter-port meeting to ensure that the country’s airports in Luzon, Visayas, and Mindanao are fully prepared of the arrival of the COVID-19 vaccines.In a separate statement, BOC said that the pre-clearance process, documentary requirements for importation and donation, expedite handling, and logistical challenges, were all comprehensively discussed during the meeting to ensure that a uniform protocol will be implemented in all ports.Cebu District Collector Atty. Charlito Martin Mendoza assured that they are prepared to expedite the processes for the entry of COVID vaccines.“The Bureau of Customs thru the guidance and directives of Commissioner Rey Leonardo B. Guerrero will continue to organize inter-port meetings to guarantee the overall readiness of the Bureau of Customs for the arrival of the sought-after vaccines,” BOC’s statement reads. — FPL (FREEMAN)"
73,https://www.philstar.com/headlines/2021/02/24/2080111/donated-jabs-may-arrive-philippines-this-week-or-next-sinovac-exec,Gaea Katreena Cabico,"February 24, 2021 - 5:21pm                           '",Donated jabs may arrive in Philippines 'this week or next' — Sinovac exec,"MANILA, Philippines — There is no definite date yet for the delivery of first doses of the Sinovac Biotech coronavirus vaccine but it could be “this week or next week,” an official of the Chinese pharmaceutical firm said.In a briefing Wednesday, Sinovac Biotech general manager Helen Yang said the initial shipment of vaccine doses is expected “very soon.”Related StoriesPhilippines OKs Sinovac COVID-19 vaccine for emergency useWhy the Sinovac vaccine isn't for medical workers, senior citizens despite FDA approval“We’re working very hard with our Philippine counterpart to prepare for the delivery. The product has already been prepared so we just need to finalize the procedures with the customs then we can fix the date of the flight,” Yang said.“We will try our best to see if we can deliver the products in this week or next week. It will be very soon,” she added.The government initially announced that the rollout of the COVID-19 vaccines would be on February 15, a date that has since been pushed back. President Rodrigo Duterte wants to be present when doses of the Sinovac jab arrive in the country, his spokesperson said Wednesday.Beijing committed to donate 600,000 doses of the Sinovac vaccine known as CoronaVac despite questions and concerns over its varying efficacy rates. Of these, 100,000 will be allocated to military personnel. Health Secretary Francisco Duque III earlier said Chinese authorities would need three to five days to prepare the vaccine shipment once an Emergency Use Authorization is issued. The country’s FDA granted an EUA to CoronaVac Monday.The vaccine can be given to “clinically healthy” adults aged 18 to 59 but was not recommended for healthcare workers or the elderly.FDA Director General Eric Domingo explained that Sinovac is not the most ideal vaccine for medical frontliners because they are constantly exposed to COVID-19 patients.According to late stage trials in Brazil involving health workers who have had exposure to COVID-19 cases, the jabs yielded only a 50.4% efficacy rate—just above the World Health Organization’s threshold for vaccine use.Aside from Sinovac, the FDA has also issued EUAs to the vaccine of Pfizer-BioNTech and AstraZeneca. But so far, none have been shipped to the Philippines and the government is facing criticisms over the delayed vaccine rollout.The Philippine government earlier signed a term sheet with the Chinese drugmaker for 25 million doses of its vaccine."
74,https://www.philstar.com/headlines/2021/02/24/2080085/fda-doh-probe-mon-tulfos-use-smuggled-sinopharm-jabs,Gaea Katreena Cabico,"February 24, 2021 - 12:55pm                           '","FDA, DOH to probe Mon Tulfo's use of smuggled Sinopharm jabs","MANILA, Philippines (Updated 3:31 p.m.) — The Department of Health and the Food and Drug Administration said Wednesday they will investigate the inoculation of special envoy to China Mon Tulfo with smuggled COVID-19 jabs.Tulfo first made the admission that he received smuggled Sinopharm shots last year in a column last Saturday, then in an interview with One News Tuesday. He said he wanted to test the vaccine on himself because he was applying to be a local Sinopharm distributor.Related StoriesFDA approves compassionate use license on vaccines for PSG personnelMon Tulfo admits getting inoculated with smuggled Sinopharm shots, eyes local distributorshipThe columnist said he took the vaccine with some “Cabinet-level” officials, a senator and some members of the Presidential Security Group.The vaccine developed by a Chinese state-owned biotech firm has no authorization for emergency use in the Philippines. It has not even submitted application for such approval.FDA Director General Eric Domingo said the unauthorized vaccination activity will be referred to the agency’s regulatory enforcement unit for investigation.“We are investigating this because it is not good that we learn that there are individuals who get vaccinated without going through the right process,” Domingo said in a Laging Handa briefing Wednesday.In a separate briefing, DOH Undersecretary Maria Rosario Vergeire said the ongoing probe into illegal vaccination activities will also include Tulfo.Agencies launched probes into the Presidential Security Group’s use of unregistered COVID-19 vaccines last year. Domingo said the FDA has yet to receive response from President Rodrigo Duterte’s security detail about their queries.The use of unregistered vaccines violates the Food and Drug Administration Act of 2009, which prohibits the distribution and administering of vaccines not yet approved by regulatory authorities.The DOH and the FDA have been saying that the use of unregistered products poses harm to a person’s health and safety.Local distributorTulfo said he has applied to be a local distributor of Sinopharm with a company called “Apollo.” He said the firm supposedly secured a contract with a Singapore subsidiary of Sinopharm.He denied using his position as special envoy to apply for local distributorship and secure vaccine doses for himself, his drivers and his bodyguards.Vergeire said individuals who are supplying illegally procured COVID-19 shots will be investigated. “If there will be violations, there will be sanctions.”Conflict of interestIn a briefing, presidential spokesperson Harry Roque avoided commenting on whether or not there is conflict of interest in Tulfo’s application to be a local distributor of the  Sinopharm vaccine.“We have no opinion whatsoever. We leave that to the ombudsman,” Roque said. He added he did not know about the columnist's claim that the president got in touch with a representative of Sinopharm. “I don’t understand the big deal about the Mon Tulfo write-up. That’s an account of Mon Tulfo. If you want verification, please contact Mon Tulfo,” he also said. When asked if the Palace found the admission of unauthorized vaccination alarming, the presidential spokesperson replied: ""I don’t have any reaction to that because I understand that during a pandemic, many want to have protection. But we’re telling everybody to wait for the product to undergo the proper process.""Tulfo argued there is no conflict of interest because he is a “private citizen,” claiming he is “technically not a government official” because his position as special envoy is only “honorific.”In December last year, Duterte revealed that PSG members already got vaccinated against COVID-19 even if the FDA has yet to issue an EUA at the time. Brig. Gen. Jesus Durante, PSG commander, confirmed it, leaving health authorities surprised and the public enraged.The FDA eventually issued a “compassionate use license” for the president’s security detail to take 10,000 Sinopharm shots last February 11.Three vaccines have been approved for emergency use in the Philippines—Pfizer-BioNTech, AstraZeneca and Sinovac—but so far none have been delivered and the government is under criticism over the delayed vaccine rollout."
75,https://www.philstar.com/headlines/2021/02/24/2079955/experts-need-ensure-covid-19-vaccine-safety-efficacy,Christina Mendez,"February 24, 2021 - 12:00am                           '","‘Experts need to ensure COVID-19 vaccine safety, efficacy’","MANILA, Philippines — Sen. Bong Go yesterday stressed the need for experts to ensure the safety and efficacy of COVID-19 vaccines to allay fears and help improve public confidence in the National COVID-19 Vaccine Roadmap, while emphasizing that government authorities are doing their best to secure sufficient supply of vaccines for the country.In a statement, Go also urged experts, such as those in the Food and Drug Administration (FDA), to provide clear explanations to the public on the steps and precautions being taken to ensure that lives will be protected when the vaccine program is rolled out.“Plans and decisions must be carefully explained to heighten public trust and allay fears on the vaccines. Let us not disregard our fellowmen who do not know where to get vaccine or those who don’t even know what and for where these vaccines are,” he said in Filipino as a reminder to authorities.The senator also appealed to the public to trust health experts and rely on credible sources of information to be aware and to fully understand why vaccination is crucial in overcoming the pandemic toward full recovery.“Let us trust our government because it is doing everything to protect the lives of every Filipino,” he said.Meanwhile, Go is asking for an explanation from the FDA on its decision to not recommend the use of China’s Sinovac vaccine on medical frontliners.In an ambush interview right after he distributed assistance to market and ambulant vendors in Baclaran, Parañaque City, the senator said FDA director general Eric Domingo should explain to the public why they have to set such conditions and why they choose the type of vaccines that will be used by health workers.“I will ask FDA director general Eric Domingo why there are such conditions. This must be cleared before the public to avoid confusion or fear among the people on why vaccines are chosen,” he said.Go’s statement came after Domingo disclosed that they have approved the emergency use authorization (EUA) of Sinovac vaccines in the Philippines, but would not recommend the use of this brand on medical frontliners due to its lower efficacy rate of 50.4 percent, based on clinical trials worldwide.National Task Force against COVID-19 (NTF) chief implementer and vaccine czar Carlito Galvez Jr. earlier said a total of 600,000 doses of Sinovac vaccines would be donated to the Philippines by the Chinese government. The Philippines also plans to buy more doses from Sinovac on top of what will be donated.While awaiting the vaccine rollout, Go reminded the public to remain vigilant, cooperate with authorities and trust that the government is doing everything it can to overcome the ongoing health crisis.He also appealed for understanding from the public for the difficulties encountered in securing the arrival of COVID-19 vaccines and emphasized that the government is doing its best to fast-track the procurement of the vaccines.“The government is doing everything, Secretary Galvez is doing everything. The problem here is the supply of vaccines all over the world,” Go said.Barring any hitches, the government remains hopeful that the over 500,000 Sinovac vaccines from China will be arriving in the country three to five days after the FDA granted the EUA of the Chinese vaccine manufacturer.Cabinet Secretary Karlo Nograles made the announcement after the government missed its original schedule of arrival for the Sinovac vaccines yesterday.The Inter-Agency Task Force for the Management of Emerging Infectious Diseases, along with the National Immunization Technical Advisory Group, has been assured of the vaccines’ arrival shortly after the issuance of the EUA. – Sheila Crisostomo, Cecille Suerte Felipe, Michael Punongbayan"
76,https://www.philstar.com/headlines/2021/02/24/2079963/city-mayors-unveil-local-vaccine-plans,None,"February 24, 2021 - 12:00am                           '",City mayors to unveil local vaccine plans,"MANILA, Philippines — Four city mayors are scheduled to present their local COVID-19 vaccine plans at a webinar entitled “Getting Cities Ready for the Vaccines” today at 3 p.m.League of Cities of the Philippines president and Bacolod City Mayor Bing Leonardia, LCP vice president and Quezon City Mayor Joy Belmonte, LCP PRO and Ormoc City Mayor Richard Gomez and Makati City Mayor Abby Binay will discuss how their LGUs are working to build public acceptance for COVID vaccines and allocate shots equitably among their residents.The webinar is organized by the Liveable Cities Challenge together with the LCP and Globe Telecom. It is part of a series of online sessions that aims to gear up cities with insights to design better solutions for their communities in the new normal.Leonardia, who also heads the LCP, expressed his excitement about the event.“We are thrilled to share the progress our cities have made after being in talks and signing agreements with vaccine manufacturers,” he said.The mayor added: “The event is very timely since this gives me and my fellow mayors at the LCP a chance to show that city LGUs are doing their part to support the government. I have been advocating for teamwork between the national and local in implementing the largest vaccination program in the country and we will show in tomorrow’s event that we walk the talk.”Together with other local chief executives at the LCP, Leonardia was at the forefront of advocating for a more active role of cities in vaccine procurement and deployment.The LCP recently lauded President Duterte’s directive to allow LGUs to increase their advanced payments for COVID vaccines beyond the limit set by government procurement rules. This was after it made an appeal to the Palace by way of a resolution adopted by 117 cities in the country."
77,https://www.philstar.com/headlines/2021/02/23/2079890/why-sinovac-vaccine-isnt-medical-workers-senior-citizens-despite-fda-approval,None,"February 23, 2021 - 8:21pm                           '","Why the Sinovac vaccine isn't for medical workers, senior citizens despite FDA approval","MANILA, Philippines — The grant of Emergency Use Approval to Chinese drugmaker Sinovac while not recommending it for use by health workers and the elderly has stirred up questions and criticism over the move.The Food and Drug Administration cleared the jabs this week for use on ""clinically healthy"" individuals between 18 to 59-year-olds after experts' reviews an trials that showed an 65.3% efficacy rate in Indonesia and 91.25% in Turkey.Related StoriesPhilippines OKs Sinovac COVID-19 vaccine for emergency useBut the exception for health workers has raised concerns over the jabs really work and are really safe.FDA chief Eric Domingo, in announcing the grant of the EUA, said Sinovac ""is not the most ideal vaccine"" for medical personnel because they are constantly exposed to the risk of virus transmissionAccording to trials in Brazil involving health workers who have had interaction with COVID-19 patients, the jabs yielded only a 50.4% efficacy. The rating was only slightly higher than the World Health Organization's threshhold for deciding on vaccine use.Efficacies of same vaccine vary depending on test group This was backed by Dr. Rontgene Solante, an infectious diseases expert at the San Lazaro Hospital in Manila.Speaking to ONE News' ""The Chiefs"" on Monday night, he explained that vaccines have different efficacies depending on the group of individuals it was tested on. ""In this particular study (Brazil), they found out that the efficacy among these high-risk health workers is really low,"" he said. ""That's the beauty of a Phase 3 clinical trial, you will be able to know and look at [the] efficacy of the vaccines in different target population.""The clinical trials in Jakarta and Ankara involved volunteers from various fields, while the one in Brasilia was concentrated on medical personnel. Solante said the 50.4% efficacy was from a study focused on high-risk health workers who face different levels of exposure than regular people do.""If you are a frontliner and you are seeing patients... perhaps your risk could be at 50 to 60%,"" Solante said partly in Filipino. ""But if you are in the general population and not working in a hospital, your risk is really lower than that of health workers.""Hospital personnel are at the top of government's priority list to be vaccinated for the coronavirus, followed by senior citizens, the indigenous and marginalized as well as the police and military.Already, the Philippines is set to receive some 600,000 doses of Sinovac as a donation from Beijing, while the administration has signed a term sheet with the company for 25 million more doses.'Trust the experts'The arrival of other brands of vaccines, however, is facing significant delays particularly the 117,000 doses of Pfizer and 5.5 million of AstraZeneca from the COVAX facility.""We are placing our health workers and elderly people at further risk every day in the delay of the vaccine procurement,"" said Rep. Carlos Zarate (Bayan Muna party-list). ""This dilly-dallying affects not only our economy but also the very lives of our people.""House Minority Leader Joseph Stephen Paduano (Abang Lingkod party-list) warned too that the FDA's approval of Sinovac for emergency use while advising against its use on health workers and senior citizens has further ""eroded public trust and confidence in inoculation.""Paduano sought clarification from health authorities on the issue. In a television interview, Dr. Lulu Bravo, who is the executive director of the Philippine Foundation for Vaccination, stressed that experts have studied vaccines they have granted EUAs for.""It is the vaccine experts who really looked and investigated all the studies,"" she told ""Headstart"" on ANC. ""[They] were there, they really looked at the data and as I have always mentioned, we have to trust the experts.""Aside from securing the jabs amid a global race, the Philippines has had to struggle with ramping up the public's trust on getting vaccinated once the doses arrive.It came after a Pulse Asia survey in January revealed that 47% said they would not be inoculated with most of them concerned on its safety.Adding to doubts on Sinovac is criticism of the government for seeming to favor the Chinese-made jabs over others that have reported higher efficacy rates.To date, Sinovac has yet to submit its Phase 3 clinical trial data to medical journals for peer review, unlike its competitors Pfizer, AstraZeneca and Moderna.Despite the concerns, Bravo maintained that the ""best vaccine is the one that will be available to you [that] is approved by the experts.""""I have seen how they have discussed and painfully debate all the issues that are here,"" she said. ""It is not easy to have to make the decision, but these decisions are made by experts, by people who have poured and looked at the data."" — with reports from Gaea Katreena Cabico"
78,https://www.philstar.com/headlines/2021/02/23/2079867/covid-19-vaccine-indemnity-fund-clears-congress,Xave Gregorio,"February 23, 2021 - 5:20pm                           '",COVID-19 vaccine indemnity fund clears Congress,"MANILA, Philippines — The bill which creates a P500-million fund to compensate people who experience adverse effects due to coronavirus vaccines has cleared both houses of Congress, with the Senate approving the measure in a 22-0 vote a day after the House of Representatives passed a similar proposal.Senate Bill No. 2057 seeks to earmark P500 million from the contingent fund in the 2021 national budget to augment the funds of the Philippine Health Insurance Corp.Related StoriesBills creating indemnity fund for COVID-19 jabs certified urgentHouse passes bill to expedite COVID-19 vaccine purchase, create indemnity fundIt also seeks to grant public officers, their employees, contractors and volunteers who are duly authorized to carry out the COVID-19 vaccination program immunity from suit arising from claims out of the administration or use of coronavirus shots, unless the claim is brought about by willful misconduct.The administration of President Rodrigo Duterte pushed for the speedy passage of this proposal, as vaccine manufacturers were seeking legal cover from any liability arising from lawsuits over adverse reactions due to the shots, which government officials attributed to the scandal surrounding the dengue vaccine Dengvaxia.While it has passed both chambers of Congress, lawmakers would still have to thresh out differences between the bills passed by the House and the Senate in a bicameral conference committee before sending this to Duterte for his approval. This would take some time, so a house of Congress can also opt to simply adopt the other chamber’s version.Government officials blamed the lack of an indemnity law and agreements with vaccine manufacturers for the delay of what could have been the first shipments of coronavirus jabs from drugmakers Pfizer and AstraZeneca through the World Health Organization-led COVAX facility.Faster procurementProponents of the measure said the passage of the bill will speed up the procurement of coronavirus vaccines as it seeks to break down what Sen. Sonny Angara called “regulatory barriers.”Among these is the provision which allows the Department of Health and the National Task Force Against COVID-19 (NTF) to buy COVID-19 vaccines and the necessary supplies for its storage, transport and deployment through negotiated procurement instead of public bidding.It also allows local government units to buy COVID-19 vaccines through a tripartite agreement with the national government and the supplier of the shot. Private entities may also purchase their own vaccines through the same way.The bill also provides that COVID-19 vaccines and the necessary supplies will be exempted from customs duties, value-added tax, excise tax, donor’s tax and other fees and charges.It also directs the DOH to issue a vaccine passport to all Filipinos which would contain basic personal information, the COVID-19 vaccine given to them, and the health facility where the shot was received.The bill initially suggested that those who have completed COVID-19 immunization may be granted perks, but this was dropped in the final measure."
